CATEGORIES,LOCATION,UID,TRANSP,DTSTART,DTEND,CREATED,LAST-MODIFIED,SUMMARY,DESCRIPTION,COMMENT,XRDDATA,XRDREST,XRDSOURCEID,XRDDOKID,XRDDOKRELID,XRDDTSTARTSTATUS,XRDSOURCE,XRDRM,XRDSORT
"kammaren,övrigt,Övriga aktiviteter,kamm",Kammaren,RDHDC120260224zz,TRANSPARENT,20260224T120000,20260224T130000,20260227T125830,20260227T125830,Uppmärksammande av fyraårsdagen av Rysslands fullskaliga invasion av Ukraina,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:HD0I77,,8f96ab36-2b62-4b30-81ac-0dce105d6eef,HDC120260224zz,,,Safir,2025/26,12:00:00-1
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260223ip,TRANSPARENT,20260223T110000,20260223T120000,20260224T233118,20260224T233118,Interpellationsdebatter,"['', '\\n\\n2025/26:332 Hemlöshetsrapporten 2026\\n\\n']",,dok_id{HD10332};X-RD-TLISTA:;X-RD-FLISTA:HD0I76,aktivitetlista/interpellationsdebatt/2026-02-23,8dbc6974-9c65-4a66-b67b-e69dd3a1b559,HDC120260223ip,,,Safir,2025/26,11:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260220ip,TRANSPARENT,20260220T090000,20260220T100000,20260221T233143,20260221T233143,Interpellationsdebatter,"['', '\\n\\n2025/26:176 Näringslivets förtroende för myndigheterna\\n\\n2025/26:226 Regeringens hantering av Utbetalningsmyndigheten \\n\\n2025/26:285 Problemet med så kallade skenskrivningar\\n\\n2025/26:324 Åtgärder mot svartarbete\\n\\n2025/26:321 Tillgång till särläkemedel\\n\\n2025/26:327 Brottsförebyggande ansvar inom psykiatrivården\\n\\n2025/26:319 Överskuldsättning och vräkningar\\n\\n2025/26:320 Ersättning till markägare för skador vid installation av fibernät\\n\\n2025/26:322 Konsumentverkets resurser och ansvar\\n\\n2025/26:326 Risken för kollapsade ekosystem\\n\\n']",,"dok_id{HD10176,HD10226,HD10285,HD10324,HD10321,HD10327,HD10319,HD10320,HD10322,HD10326};X-RD-TLISTA:;X-RD-FLISTA:HD0I75",aktivitetlista/interpellationsdebatt/2026-02-20,0e18f014-b544-40ba-88dc-167ad0f0ecb8,HDC120260220ip,,,Safir,2025/26,09:00:00-0
"kammaren,statsministerns frågestund,Frågestunder,kamm",Kammaren,RDHDC120260219sf,TRANSPARENT,20260219T140000,20260219T150000,20260218T140228,20260218T140228,Statsministerns frågestund,"['', 'Vid frågestunden svarar statsminister Ulf Kristersson (M) på frågor från riksdagsledamöterna direkt i kammaren.']",,;X-RD-TLISTA:;X-RD-FLISTA:HD0I74,,04e50ca1-da73-429a-9e8b-b7a77d79a520,HDC120260219sf,,,Safir,2025/26,14:00:00-1
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260219ap,TRANSPARENT,20260219T120000,20260219T130000,20260218T140228,20260218T140228,Debatt om förslag,"['', '\\n\\n2025/26:FiU14 Det finanspolitiska ramverket\\n\\n2025/26:SoU23 Nästa steg för en god och nära vård\\n\\n2025/26:SkU9 Tillfälligt sänkt mervärdesskatt på livsmedel\\n\\n2025/26:SkU18 Förbättrat regelverk om beskattning av skog\\n\\n2025/26:SkU6 Kompletteringar och förtydliganden i fråga om sanktioner vid skatteundandragande och bedrägerier\\n\\n2025/26:CU10 Ett förbättrat resegarantisystem\\n\\n2025/26:CU15 Ersättningsrätt samt insolvens- och utsökningsrätt\\n\\n']",,"dok_id{HD01FiU14,HD01SoU23,HD01SkU9,HD01SkU18,HD01SkU6,HD01CU10,HD01CU15};X-RD-TLISTA:HD0J20260219;X-RD-FLISTA:HD0I74",aktivitetlista/arbetsplenum/2026-02-19,75145afa-9d1a-4b40-a935-9c086456d711,HDC120260219ap,,,Safir,2025/26,12:00:00-0
"kammaren,utrikespolitisk debatt,Övriga debatter,kamm",Kammaren,RDHDC120260218ud,TRANSPARENT,20260218T090000,20260218T100000,20260312T133847,20260312T133847,Utrikespolitisk debatt,"['', '']",,;X-RD-TLISTA:HD0J20260218;X-RD-FLISTA:HD0I73,,cc6ae9d1-ceab-4e75-92f1-aea2d3a81308,HDC120260218ud,,,Safir,2025/26,09:00:00-0
"kammaren,utrikespolitisk debatt,Övriga debatter,kamm",Kammaren,RDHDC120260218ud2en,TRANSPARENT,20260218T090000,20260218T100000,20260217T140042,20260217T140042,Foreign policy debate,"['', '\\nThe foreign policy debate will be held at the Riksdag on 18 February. Minister for Foreign Affairs Maria Malmer Stenegard (Moderate Party) will introduce the debate with the Governments Statement of Foreign Policy\\, that is the Governments objectives and priorities for foreign policy.\\nThe foreign policy debate takes place once a year in February. The Minister for Foreign Affairs open with the Statement of Foreign Policy\\, which describes the foreign policy the Government wishes to pursue during the year. Thereafter\\, the parties represented in the Riksdag debate their views on foreign policy.\\nOne representative from each party will participate in the initial debate. In the second part of the debate\\, the members who would like to speak are given the floor.\\nThe first part of the debate will be interpreted into English. Both the debate and the interpreted version of the debate can be followed via the webcast service.\\nAbout interpretation:\\nA simultaneous interpretation of the debate is provided in English. The simultaneous interpretation is not an authorised translation. In the case of differences between the interpretation and what originally was said by each of the speakers in the debate\\, please check against the delivery of the original speaker.\\n']",,;X-RD-TLISTA:HD0J20260218;X-RD-FLISTA:HD0I73,,cms748d64cd-7d0d-48ee-ba6b-25ded2c3ffafen,HDC120260218ud2en,,,cms2023,2025/26,09:00-0
"kammaren,utrikespolitisk debatt,Övriga debatter,kamm",Kammaren,RDHDC120260218ud1tt,TRANSPARENT,20260218T090000,20260218T100000,20260217T140042,20260217T140042,Utrikespolitisk debatt – teckenspråkstolkad,"['', '\\nDen 18 februari är det utrikespolitisk debatt i riksdagen. Utrikesminister Maria Malmer Stenegard (M) inleder debatten med att presentera regeringens utrikesdeklaration\\, det vill säga regeringens mål och prioriteringar för utrikespolitiken.\\nDen utrikespolitiska debatten äger rum en gång om året – i februari varje år. Då presenterar utrikesministern den utrikespolitiska deklarationen som anger vilken utrikespolitik regeringen vill driva. I samband med deklarationen debatterar riksdagspartierna sin syn på utrikespolitiken.\\nDebatten är uppdelad i två delar. I den första delen deltar en företrädare från varje riksdagsparti. I debattens andra del får de ledamöter som önskar få ordet tala.\\nDebattens första del tolkas till engelska och teckenspråk.\\nDen utrikespolitiska debatten är öppen för allmänhet och media. Den går att se både direkt och i efterhand via webb-tv.\\n']",,;X-RD-TLISTA:HD0J20260218;X-RD-FLISTA:HD0I73,,cms748d64cd-7d0d-48ee-ba6b-25ded2c3ffafswl,HDC120260218ud1tt,,,cms2023,2025/26,09:00-0
"kammaren,votering,Debatt och beslut,kamm",Kammaren,RDHDC120260217vo,TRANSPARENT,20260217T153000,20260217T163000,20260217T152635,20260217T152635,Beslut,"['', '\\n2025/26:KU22 Minoritetsfrågor\\n\\n2025/26:KU23 Trossamfund och begravningsfrågor\\n\\n2025/26:SoU13 Alkohol\\, narkotika\\, dopning\\, tobak och spel\\n\\n2025/26:SoU14 Läkemedel och tandvård\\n\\n2025/26:SoU24 Specialiseringstjänstgöring för sjukhusfysiker\\n\\n2025/26:JuU17 Processrättsliga frågor\\n\\n2025/26:KrU3 Ett nytt förbud mot spel på kredit\\n\\n2025/26:UbU14 Studiestöd\\n']",,"dok_id{HD01KU22,HD01KU23,HD01SoU13,HD01SoU14,HD01SoU24,HD01JuU17,HD01KrU3,HD01UbU14};X-RD-TLISTA:;X-RD-FLISTA:HD0I72",aktivitetlista/arbetsplenum/2026-02-17,9fe27351-53b7-4b32-b3cb-9dd309facce8,HDC120260217vo,,,Safir,2025/26,15:30:00-2
"kammaren,arbetsplenum,Debatt och beslut,kamm",Kammaren,RDHDC120260217ap,TRANSPARENT,20260217T130100,20260217T140100,20260217T152635,20260217T152635,Debatt om förslag,"['Ingen starttid', '\\n\\n2025/26:TU9 Vägtrafik- och fordonsfrågor\\n\\n2025/26:TU8 Digitaliserings- och postfrågor\\n\\n2025/26:JuU21 Riksrevisionens rapport om antagningen till polisutbildningen\\n\\n2025/26:FiU29 Nya regler för att underlätta noteringar av värdepapper\\n\\n']",,"dok_id{HD01TU9,HD01TU8,HD01JuU21,HD01FiU29};X-RD-TLISTA:HD0J20260217;X-RD-FLISTA:HD0I72",aktivitetlista/arbetsplenum/2026-02-17,3668a181-e516-4dd3-8660-cfc1eef60219,HDC120260217ap,,Ingen starttid,Safir,2025/26,13:01:00-1
"kammaren,återrapportering,Information från regeringen,kamm",Kammaren,RDHDC120260217ar,TRANSPARENT,20260217T130000,20260217T140000,20260217T152635,20260217T152635,Återrapportering från informellt möte,"['', '']",,;X-RD-TLISTA:;X-RD-FLISTA:HD0I72,,9c78f040-78fd-44e2-9f53-aa25ee512ba7,HDC120260217ar,,,Safir,2025/26,13:00:00-0
"kammaren,interpellationsdebatt,Interpellationsdebatter,kamm",Kammaren,RDHDC120260216ip,TRANSPARENT,20260216T110000,20260216T120000,20260217T233140,20260217T233140,Interpellationsdebatter,"['', '\\n\\n2025/26:318 Statens rådighet över strategiskt belägen mark på Landsort\\n\\n2025/26:305 CSN:s utbetalningsproblem \\n\\n2025/26:288 Sexualbrottslingar i frivården\\n\\n2025/26:301 Användningen av analysplattformen Palantir \\n\\n2025/26:302 Möjlighet till fjärrstyrda drönare för polisen i Stockholm\\n\\n2025/26:287 Hyresgästers ställning i samband med renoveringar\\n\\n2025/26:314 Stärkt skydd för hyresgästers boendemiljö\\n\\n2025/26:316 Straffrättsliga åtgärder mot illegal ip-tv\\n\\n2025/26:310 Svenskt demokratibistånd till Iran\\n\\n2025/26:303 Återanställningsrätt vid tillfälliga avbrott i en verksamhet\\n\\n2025/26:211 Rätten till färdtjänst för personer med funktionsnedsättning\\n\\n2025/26:317 Förbättrad miljökontroll på fordon\\n\\n']",,"dok_id{HD10318,HD10305,HD10288,HD10301,HD10302,HD10287,HD10314,HD10316,HD10310,HD10303,HD10211,HD10317};X-RD-TLISTA:;X-RD-FLISTA:HD0I71",aktivitetlista/interpellationsdebatt/2026-02-16,f96a6fc0-d43e-47a5-a69c-dd2b1d523205,HDC120260216ip,,,Safir,2025/26,11:00:00-1
